Abstract Culture experiments involving 23 algae strains were conducted to evaluate the algicidal effects of a newly developed algicidal thiazolidinedione (TD) derivative (TD49) on non-harmful and harmful algal bloom (HAB) species. We also assessed the effect of various concentrations of TD49 on various growth phases (lag, logarithmic, and stationary) of the harmful algae Heterocapsa circularisquama (Dinophyceae) and Heterosigma akashiwo (Raphidophyceae; hereafter, Heterosigma) and the non-harmful diatoms Skeletonema costatum and Chaetoceros didymus. The inhibitory ratios (%) for H. circularisquama and Heterosigma at 2.0 μM TD49 were significantly higher than those at other concentrations, and the inhibitory ratio varied depending on growth phase and species as follows: logarithmic ≥ stationary > lag phase for H. circularisquama and logarithmic ≥ lag > stationary phase for Heterosigma. Although the inhibitory ratios for C. didymus were similar to those for the two harmful algae (H. circularisquama and Heterosigma), inhibitory effects on S. costatum were not apparent at >2.0 μM in any growth phase. The algicidal activity of TD49 on the harmful and non-harmful algae was as follows: unarmored HAB species > armored HAB species > diatom species > cryptophyte species. TD49 was algicidal to most HABs but had a little inhibitory effect on some non-harmful algae, implying that TD49 has selective algicidal activity. Our results indicate that TD49 is potentially of use in the control of HAB species within semi-enclosed bays.
TD                  0.7155948280441259^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Teachta_Dála          

algae                         0.9999999996731503^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Algae                 

algicidal                     0.867968719931437^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/algaecide             

species                       0.9999931573454348^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Species               

inhibitory                    0.6881035047635933^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Neuron                

Heterosigma akashiwo          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Heterosigma_akashiwo  

strains                       0.9792484339456772^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Strain_(biology)      

logarithmic                   0.9996624178506544^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Logarithm             

algicidal                     0.867968719931437^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/algaecide             

lag                           0.6779537290016509^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Autocorrelation       

Heterocapsa circularisquama   0.9999999996420001^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Heterocapsa_circularisquama

logarithmic                   0.9996624178506544^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Logarithm             

inhibitory                    0.6881035047635933^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Neuron                

diatom                        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Diatom                

S.                            0.5306238687417895^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sindarin              

algicidal                     0.867968719931437^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/algaecide             

Hab                           0.9999685798570629^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hab                   

Hab                           0.9999685798570629^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hab                   

didymus                       0.9339127512218182^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Didymus_the_Musician  

didymus                       0.9339127512218182^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Didymus_the_Musician  

algicidal                     0.867968719931437^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/algaecide             

cryptophyte                   0.9999999997605755^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Cryptomonad           

inhibitory                    0.6881035047635933^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Neuron                

stationary phase              0.9999998058057333^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Bacterial_growth      

algae                         0.9999999996731503^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Algae                 

bays                          0.8127003120619676^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Bay                   

algae                         0.9999999996731503^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Algae                 

lag                           0.6779537290016509^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Autocorrelation       

inhibitory                    0.6881035047635933^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Neuron                

μM                            1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Molar_concentration   

diatoms                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Diatom                

harmful algal bloom           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Algal_bloom           

species                       0.9999931573454348^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Species               

Hab                           0.9999685798570629^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hab                   

algae                         0.9999999996731503^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Algae                 

species                       0.9999931573454348^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Species               

lag phase                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Bacterial_growth      

C.                            0.9999974379511365^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Celsius               

Raphidophyceae                1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Raphidophyte          

algicidal                     0.867968719931437^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/algaecide             

derivative                    0.9999994001033864^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Derivative            

logarithmic                   0.9996624178506544^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Logarithm             

inhibitory                    0.6881035047635933^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Neuron                

Hab                           0.9999685798570629^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hab                   

μM                            1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Molar_concentration   

species                       0.9999931573454348^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Species               

thiazolidinedione             0.9999999999997726^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Thiazolidinedione     

species                       0.9999931573454348^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Species               

Chaetoceros                   1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Chaetoceros           

algae                         0.9999999996731503^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Algae                 

species                       0.9999931573454348^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Species               

species                       0.9999931573454348^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Species               

