Abstract Taurine and zinc exert neurotrophic effects. Zinc modulates Na+/Cl−-dependent transporters. This study examined the effect of zinc (ZnSO4) ex vivo and zinc chelator N,N,N′,N′-tetrakis-(2-pyridylmethyl) ethylenediamine (TPEN) in vivo on [3H]taurine transport in goldfish retina. The effect of TPEN in vivo on taurine and zinc levels was determined. Isolated cells were incubated in Ringer with zinc (0.1–100 μM). Taurine transport was done with taurine (0.001–1 mM) and 50 nM [3H]taurine. Zinc (100 μM) noncompetitively inhibited taurine transport. TPEN was administered intraocularly and retinas extracted 3, 5 and 10 days later. Taurine was determined by HPLC (nmol/mg protein) and zinc by spectrophotometry ICP (mg/mg protein). Taurine and zinc levels decreased at 3 days and increased at 10 days after TPEN administration. At 10 days after intraocular TPEN, taurine transport affinity increased (K s = 0.018 ± 0.006 vs. 0.028 ± 0.008 mM). Apparently, zinc deficiency affects the taurine–zinc complex and taurine availability. The increased taurine uptake affinity by TPEN was possibly associated with a response to maximize retinal taurine content at low zinc concentration.
ZnSO4               0.9999999999997726^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Zinc_sulfate          

zinc                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Zinc                  

neurotrophic                  0.9999999885283161^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Neurotrophin          

noncompetitively              1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Receptor_antagonist   

goldfish                      0.9999999117001191^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Goldfish              

Ringer                        0.9869291812037255^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ringer_(TV_series)    

ICP                           0.999968366082753^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Intracranial_pressure 

zinc                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Zinc                  

Cl                            0.9999905705711911^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Chloride              

zinc                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Zinc                  

retinal                       0.9999999999929514^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Retina                

retinas                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Retina                

zinc                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Zinc                  

spectrophotometry             1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Spectrophotometry     

zinc                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Zinc                  

taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

cells                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Cell_(biology)        

Taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

Taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

zinc                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Zinc                  

Na+                           0.9999999968686097^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sodium                

taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

retina                        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Retina                

protein                       0.9999999998801741^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Protein               

taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

zinc                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Zinc                  

mM                            0.9999999946821845^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Molar_concentration   

protein                       0.9999999998801741^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Protein               

Taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

zinc                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Zinc                  

ethylenediamine               1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Ethylenediamine       

chelator                      1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Chelation             

zinc                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Zinc                  

mM                            0.9999999946821845^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Molar_concentration   

HPLC                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/High-performance_liquid_chromatography

taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

Taurine                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Taurine               

nmol                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Mole_(unit)           

