Abstract BackgroundRumen flukes are trematode parasites found globally; in tropical and sub-tropical climates, infection can result in paramphistomosis, which can have a deleterious impact on livestock. In Europe, rumen fluke is not regarded as a clinically significant parasite, recently however, the prevalence of rumen fluke has sharply increased and several outbreaks of clinical paramphistomosis have been reported. Gaining a better understanding of rumen fluke transmission and identification of risk factors is crucial to improve the control of this parasitic disease. In this regard, a national prevalence study of rumen fluke infection and an investigation of associated risk factors were conducted in Irish sheep flocks between November 2014 and January 2015. In addition, a molecular identification of the rumen fluke species present in Ireland was carried out using an isolation method of individual eggs from faecal material coupled with a PCR. After the DNA extraction of 54 individual eggs, the nuclear fragment ITS-2 was amplified and sequenced using the same primers. ResultsAn apparent herd prevalence of 77.3 �as determined. Several risk factors were identified including type of pasture grazed, regional variation, and sharing of the paddocks with other livestock species. A novel relationship between the Suffolk breed and higher FEC was reported for the first time. The predominant rumen fluke species found was C. daubneyi. Nevertheless, P. leydeni was unexpectedly identified infecting sheep in Ireland for the first time. ConclusionsAn exceptionally high prevalence of rumen fluke among Irish sheep flocks has been highlighted in this study and a more thorough investigation is necessary to analyse its economic impact. The isolation of individual eggs coupled with the PCR technique used here has proven a reliable tool for discrimination of Paramphistomum spp. This technique may facilitate forthcoming studies of the effects of paramphistomosis on livestock production. The most noteworthy finding was the identification of P. leydeni affecting sheep in Ireland, however further studies are required to clarify its implications. Also, a significant relationship between Suffolk breed and a heavier infection was found, which can be used as a starting point for future research on control strategies of rumen fluke infection.
parasites           0.9996961612649804^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Parasitism            

species                       0.8097910961622481^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Biodiversity          

infection                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Infection             

breed                         0.997964863859498^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Breed                 

species                       0.8097910961622481^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Biodiversity          

faecal                        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Feces                 

sub-tropical climates         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Subtropics            

eggs                          0.6583477202781786^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Egg_(food)            

parasite                      0.9999999999874944^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Parasitism            

Paramphistomum                1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Paramphistomum        

species                       0.8097910961622481^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Biodiversity          

PCR                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Polymerase_chain_reaction

rumen                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Rumen                 

fluke                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Trematoda             

rumen                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Rumen                 

sequenced                     0.9999999958547505^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/DNA_sequencing        

fluke                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Trematoda             

ITS-2                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/ITS-2                 

rumen                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Rumen                 

fluke                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Trematoda             

sheep                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Sheep                 

sheep                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Sheep                 

rumen                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Rumen                 

infection                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Infection             

C.                            0.9999999962965376^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Celsius               

infection                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Infection             

Ireland                       0.9745481278870682^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ireland               

eggs                          0.6583477202781786^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Egg_(food)            

prevalence                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Prevalence            

Irish                         0.9276072815809878^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ireland               

Irish                         0.9276072815809878^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ireland               

molecular                     0.9999987457184624^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Molecular_biology     

Ireland                       0.9745481278870682^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ireland               

fluke                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Trematoda             

rumen                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Rumen                 

risk factors                  0.9999999999997726^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Risk_factor           

risk factors                  0.9999999999997726^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Risk_factor           

discrimination                0.9999999990559445^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Discrimination        

pasture                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Pasture               

risk factors                  0.9999999999997726^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Risk_factor           

primers                       0.9998470134351339^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Primer_(molecular_biology)

sheep                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Sheep                 

breed                         0.997964863859498^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Breed                 

PCR                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Polymerase_chain_reaction

infection                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Infection             

fluke                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Trematoda             

prevalence                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Prevalence            

trematode                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Trematoda             

Suffolk                       0.9964097399059392^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Suffolk               

livestock                     0.9999999989711341^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Livestock             

nuclear                       0.9998945423623686^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Nuclear_DNA           

Europe                        0.77654771328072^^http://www.w3.org/2001/XMLSchema#double             http://dbpedia.org/resource/European_Union        

rumen                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Rumen                 

paddocks                      0.9999765157369447^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Field_(agriculture)   

rumen                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Rumen                 

fluke                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Trematoda             

Suffolk                       0.9964097399059392^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Suffolk               

sheep                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Sheep                 

Ireland                       0.9745481278870682^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ireland               

transmission                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Transmission_(medicine)

livestock                     0.9999999989711341^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Livestock             

livestock                     0.9999999989711341^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Livestock             

eggs                          0.6583477202781786^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Egg_(food)            

prevalence                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Prevalence            

DNA extraction                1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/DNA_extraction        

tropical                      0.9999992259600543^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Tropics               

flukes                        0.9999990261917641^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Trematoda             

fluke                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Trematoda             

prevalence                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Prevalence            

parasitic disease             1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Parasitic_disease     

rumen                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Rumen                 

fluke                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Trematoda             

FEC                           0.9999579855993593^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Forward_error_correction

