Abstract Fluocinolone acetonide intravitreal implant (Iluvien®) is an injectable, non-erodible, corticosteroid implant that is approved in several European countries for the treatment of chronic diabetic macular oedema (DMO). In analyses of two multinational trials in patients with DMO previously treated with macular laser photocoagulation, fluocinolone acetonide intravitreal implant 0.2 μg/day was significantly more efficacious than sham injection in improving visual acuity. At 24 months post injection, 29 % of fluocinolone acetonide intravitreal implant 0.2 μg/day recipients had an improvement in the best-corrected visual acuity (BCVA) letter score of ≥15 compared with 16 % in the sham injection group (p = 0.002) [primary endpoint]. Treatment benefit was most evident in the subgroup of patients whose duration of DMO was ≥3 years. In this subgroup at 36 months, 34 % of fluocinolone acetonide intravitreal implant 0.2 μg/day recipients had an increase in the BCVA score of ≥15, compared with 13 % of sham injection recipients (p < 0.001). Fluocinolone acetonide intravitreal implant recipients also had generally greater benefits than sham injection recipients on secondary endpoints. In patients who were phakic in the study eye at baseline, cataracts occurred in 82 % of fluocinolone acetonide intravitreal implant 0.2 μg/day recipients and 51 % of sham injection recipients. Overall, 37 % and 12 % of patients in the fluocinolone acetonide intravitreal implant and sham injection groups developed raised intraocular pressure (IOP), which was generally controlled with IOP-lowering drugs.
injectable          0.9999998494777287^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Injection_(medicine)  

laser photocoagulation        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Laser_coagulation     

intravitreal                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intravitreal_administration

implant                       0.8441576046298706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Implant_(medicine)    

corticosteroid                1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Corticosteroid        

implant                       0.8441576046298706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Implant_(medicine)    

phakic                        0.8679687199313384^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/intraocular_lens      

intravitreal                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intravitreal_administration

μg                            0.9999999656172355^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Microgram             

intravitreal                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intravitreal_administration

subgroup                      0.7410604524616233^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Group_(mathematics)   

diabetic                      0.999999999137799^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Diabetes_mellitus     

IOP                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intraocular_pressure  

Fluocinolone acetonide        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fluocinolone_acetonide

visual acuity                 1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Visual_acuity         

subgroup                      0.7410604524616233^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Group_(mathematics)   

cataracts                     0.9999753737729684^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Cataract              

intravitreal                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intravitreal_administration

DMO                           0.9107236710884401^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/DirectX               

drugs                         0.897365377158975^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Pharmaceutical_drug   

chronic                       0.9773760647412517^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Chronic_pain          

intraocular pressure          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intraocular_pressure  

μg                            0.9999999656172355^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Microgram             

fluocinolone acetonide        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fluocinolone_acetonide

macular                       0.6210405018584142^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Cutaneous_condition   

visual acuity                 1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Visual_acuity         

fluocinolone acetonide        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fluocinolone_acetonide

μg                            0.9999999656172355^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Microgram             

implant                       0.8441576046298706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Implant_(medicine)    

oedema                        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Edema                 

implant                       0.8441576046298706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Implant_(medicine)    

implant                       0.8441576046298706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Implant_(medicine)    

implant                       0.8441576046298706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Implant_(medicine)    

implant                       0.8441576046298706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Implant_(medicine)    

fluocinolone acetonide        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fluocinolone_acetonide

European                      0.993340282724426^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Europe                

intravitreal                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intravitreal_administration

intravitreal                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intravitreal_administration

macular                       0.6210405018584142^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Cutaneous_condition   

μg                            0.9999999656172355^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Microgram             

Fluocinolone acetonide        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fluocinolone_acetonide

implant                       0.8441576046298706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Implant_(medicine)    

fluocinolone acetonide        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fluocinolone_acetonide

fluocinolone acetonide        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fluocinolone_acetonide

secondary endpoints           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/End_point_of_clinical_trials

DMO                           0.9107236710884401^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/DirectX               

primary endpoint              0.9453565192318079^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/End_point_of_clinical_trials

DMO                           0.9107236710884401^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/DirectX               

eye                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Human_eye             

multinational                 0.9992652004081135^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Multinational_corporation

intravitreal                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intravitreal_administration

