Abstract This investigation sought to examine if there was a difference between the ectomycorrhizal (ECM) communities in plots of native oak and introduced Scots pine and Sitka spruce forest. The ECM communities in four plots of each forest type were described, from five soil cores collected in each plot, by morphotyping, internal transcribed spacer (ITS)–restriction fragment length polymorphism matching of mycorrhizas and sporocarps and ITS sequencing. Fifty-one distinct taxa were distinguished; 25 were identified to species level, 11 to genus and 15 remained unidentified. Seventy-one ECM species were recorded as sporocarps from the forest plots; most (43 species) were found in the Sitka spruce plots. The below-ground ECM communities of the different forest types did not differ significantly with respect to species richness of taxa on roots, but differed in species composition. Multivariate analysis produced a clear separation of the communities of the different forest types using below-ground data, but the above-ground sporocarp data did not separate the forest types. Moreover, results of a Mantel test found no relationship between the above- and below-ground similarity matrices. The oak plots had the most distinctive ECM community, with Laccaria amethystina and Elaphomyces granulatus being frequent. The Sitka spruce plots showed the lowest intra-forest type similarity and were often dominated by “nursery type” ectomycorrhizas. There was only 10�imilarity between the above- and below-ground ECM species in these plots, different colonisation methods of ectomycorrhizal taxa and insufficient below-ground sampling being possible reasons for this disparity. Our results indicate that plantations of non-native Sitka spruce can support similar levels of ECM diversity as native forests.
plantations         0.9999999148522002^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Plantation            

Sitka spruce                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Picea_sitchensis      

ECM                           0.9999998207097339^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Extracellular_matrix  

Multivariate analysis         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Multivariate_analysis 

species                       0.9622567110167097^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Speciation            

restriction fragment length polymorphism1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Restriction_fragment_length_polymorphism

genus                         0.9999999969224973^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Genus                 

species                       0.9622567110167097^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Speciation            

ITS                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Internal_transcribed_spacer

internal transcribed spacer   1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Internal_transcribed_spacer

sporocarps                    0.9999999997135092^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sporocarp_(fungi)     

Laccaria amethystina          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Laccaria_amethystina  

matrices                      0.9999999758454127^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Matrix_(mathematics)  

Sitka spruce                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Picea_sitchensis      

ECM                           0.9999998207097339^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Extracellular_matrix  

ECM                           0.9999998207097339^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Extracellular_matrix  

species                       0.9622567110167097^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Speciation            

taxa                          0.997991277730167^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Taxon                 

species richness              0.9999770109766793^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Species_richness      

taxa                          0.997991277730167^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Taxon                 

species                       0.9622567110167097^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Speciation            

species                       0.9622567110167097^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Speciation            

Sitka spruce                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Picea_sitchensis      

ECM                           0.9999998207097339^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Extracellular_matrix  

ECM                           0.9999998207097339^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Extracellular_matrix  

ECM                           0.9999998207097339^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Extracellular_matrix  

Sitka spruce                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Picea_sitchensis      

ectomycorrhizal               1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Mycorrhiza            

sequencing                    0.9999898270772462^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/DNA_sequencing        

sporocarps                    0.9999999997135092^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sporocarp_(fungi)     

ectomycorrhizal               1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Mycorrhiza            

taxa                          0.997991277730167^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Taxon                 

Scots pine                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Scots_Pine            

ECM                           0.9999998207097339^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Extracellular_matrix  

ITS                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Internal_transcribed_spacer

sporocarp                     0.9999999997478426^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sporocarp_(fungi)     

