Abstract By using packed soil-core incubation experiments, we have studied stimulating effects of addition of external carbon (C) (glucose, 6.4 g C m−2) on heterotrophic respiration and microbial biomass C of a mature broadleaf and Korean pine mixed forest (BKPF) and an adjacent white birch forest (WBF) soil under different wetting intensities (55�nd 80�FPS, water-filled pore space) and nitrogen (N) supply (NH4Cl and KNO3, 4.5 g N m−2) conditions. The results showed that for the control, the cumulative carbon dioxide (CO2) flux from WBF soil during the 15-day incubation ranged from 5.44 to 5.82 g CO2-C m−2, which was significantly larger than that from BKPF soil (2.86 to 3.36 g CO2-C m−2). With increasing wetting intensity, the cumulative CO2 flux from the control was decreased for the WBF soil, whereas an increase in the CO2 flux was observed in the BKPF soil (P < 0.05). The addition of NH4Cl or KNO3 alone significantly reduced the cumulative CO2 fluxes by 9.2��21.6 �rom the two soils, especially from WBF soil at low wetting intensity. The addition of glucose alone significantly increased soil heterotrophic respiration, microbial biomass C (MBC), and microbial metabolic quotient. The glucose-induced cumulative CO2 fluxes and soil MBC during the incubation ranged from 8.7 to 11.7 g CO2-C m−2 and from 7.4 to 23.9 g C m−2, which are larger than the dose of added C. Hence, the addition of external carbon can increase the decomposition of soil native organic C. The glucose-induced average and maximum rates of CO2 fluxes during the incubation were significantly influenced by wetting intensity (WI) and vegetation type (VT), and by WI×VT, NH4Cl×VT and WI×VT×NH4Cl (P<0.05). The addition of NH4Cl, instead of KNO3, significantly decreased the glucose-induced MBC of WBF soil (P<0.05), whereas adding NH4Cl and KNO3 both significantly increased the glucose-induced MBC of BKPF soil at high moisture (P<0.05). According to the differences in soil labile C pools, MBC and CO2 fluxes in the presence and absence of glucose, it can be concluded that the stimulating effects of glucose on soil heterotrophic respiration and MBC under temperate forests were dependent on vegetation type, soil moisture, and amount and type of the N added.
metabolic           0.9910458205780476^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Cellular_respiration  

quotient                      0.47941894789431805^^http://www.w3.org/2001/XMLSchema#double          http://dbpedia.org/resource/Quotient_space        

soil                          0.9999999998437943^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

KNO3                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Potassium_nitrate     

wetting                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Wetting               

heterotrophic respiration     0.9999996273409818^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Heterotrophic_respiration

C.                            1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Celsius               

heterotrophic respiration     0.9999996273409818^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Heterotrophic_respiration

CO2                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Carbon_dioxide        

broadleaf                     0.9567064821939113^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Temperate_broadleaf_and_mixed_forest

incubation                    0.8770541993159445^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Incubator_(culture)   

biomass                       0.9999992025026128^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Biomass               

CO2                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Carbon_dioxide        

glucose                       0.9999999997121449^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Glucose               

soil                          0.9999999998437943^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

soil                          0.9999999998437943^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

soil                          0.9999999998437943^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

fluxes                        0.9999999918829872^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Flux                  

Korean pine                   1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Pinus_koraiensis      

soils                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Soil                  

NH4Cl                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Ammonium_chloride     

VT                            0.9999986816539653^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ventricular_tachycardia

vegetation                    0.7229560059643941^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Vegetation            

VT                            0.9999986816539653^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ventricular_tachycardia

nitrogen                      1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Nitrogen              

MBC                           0.9999920613651255^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation

microbial                     0.9997081123066857^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Microorganism         

CO2                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Carbon_dioxide        

soil moisture                 1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Water_content         

wetting                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Wetting               

soil                          0.9999999998437943^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

organic                       0.9999999265212436^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Organic_matter        

soil                          0.9999999998437943^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

MBC                           0.9999920613651255^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation

fluxes                        0.9999999918829872^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Flux                  

soil                          0.9999999998437943^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

incubation                    0.8770541993159445^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Incubator_(culture)   

glucose                       0.9999999997121449^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Glucose               

soil                          0.9999999998437943^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

NH4Cl                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Ammonium_chloride     

NH4Cl                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Ammonium_chloride     

white birch                   0.9991596781984181^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Birch                 

MBC                           0.9999920613651255^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation

soil                          0.9999999998437943^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

labile                        0.9907028318574003^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Coordination_complex  

CO2                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Carbon_dioxide        

biomass                       0.9999992025026128^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Biomass               

flux                          0.9999999837889392^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Flux                  

wetting                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Wetting               

NH4Cl                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Ammonium_chloride     

vegetation                    0.7229560059643941^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Vegetation            

microbial                     0.9997081123066857^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Microorganism         

flux                          0.9999999837889392^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Flux                  

heterotrophic respiration     0.9999996273409818^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Heterotrophic_respiration

WI                            0.9782814039726527^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Wisconsin             

CO2                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Carbon_dioxide        

WBF                           0.6604806541902465^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/World_Bridge_Federation

decomposition                 0.9999983116825361^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Decomposition         

WBF                           0.6604806541902465^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/World_Bridge_Federation

WBF                           0.6604806541902465^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/World_Bridge_Federation

glucose                       0.9999999997121449^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Glucose               

incubation                    0.8770541993159445^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Incubator_(culture)   

wetting                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Wetting               

carbon                        0.749150517201943^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Carbon                

soil                          0.9999999998437943^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

WI                            0.9782814039726527^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Wisconsin             

WBF                           0.6604806541902465^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/World_Bridge_Federation

VT                            0.9999986816539653^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ventricular_tachycardia

CO2                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Carbon_dioxide        

WI                            0.9782814039726527^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Wisconsin             

KNO3                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Potassium_nitrate     

VT                            0.9999986816539653^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ventricular_tachycardia

flux                          0.9999999837889392^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Flux                  

incubation                    0.8770541993159445^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Incubator_(culture)   

mixed forest                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Temperate_broadleaf_and_mixed_forest

fluxes                        0.9999999918829872^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Flux                  

WBF                           0.6604806541902465^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/World_Bridge_Federation

CO2                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Carbon_dioxide        

